track_id,x,y
463,616.165771484375,278.80078125
463,618.9768676757812,276.6227722167969
463,616.5332641601562,278.7109680175781
463,616.1519165039062,279.1590881347656
463,616.3504028320312,279.106689453125
463,616.2339477539062,279.501220703125
463,616.9632568359375,279.22454833984375
463,616.81689453125,280.4158935546875
463,617.0271606445312,280.99713134765625
463,619.5221557617188,280.752197265625
463,619.431396484375,280.79058837890625
463,617.6658935546875,281.22698974609375
463,616.79638671875,281.91131591796875
463,617.9518432617188,281.1826171875
463,618.307861328125,281.65692138671875
463,623.254638671875,282.2401428222656
463,621.106689453125,282.77667236328125
463,620.4940185546875,281.6109924316406
463,622.65673828125,282.69696044921875
463,620.964599609375,284.1236572265625
463,622.2048950195312,284.14593505859375
463,620.4268798828125,283.9900817871094
463,617.2301025390625,284.7763671875
463,617.3717651367188,284.7711486816406
463,618.194091796875,284.35858154296875
463,623.2509765625,284.1180725097656
463,618.88916015625,284.73876953125
463,618.660888671875,283.3493957519531
463,620.2848510742188,281.24053955078125
463,620.8075561523438,279.8515625
463,621.7210083007812,276.6082763671875
463,626.4661254882812,278.5303955078125
463,627.7750244140625,275.831787109375
463,629.7060546875,273.5040283203125
463,635.7327270507812,274.9856262207031
463,637.1310424804688,273.8228759765625
463,642.7401733398438,275.0791015625
463,646.345947265625,274.2003173828125
463,649.4083862304688,273.400634765625
463,653.18115234375,272.81512451171875
463,653.6848754882812,271.9669189453125
463,655.5507202148438,271.16497802734375
463,655.8591918945312,270.43304443359375
463,656.7589111328125,271.35107421875
463,657.5980224609375,270.4359130859375
463,658.3495483398438,270.37664794921875
463,635.5052490234375,270.5194091796875
466,347.3712463378906,241.27255249023438
466,348.20184326171875,241.947021484375
466,349.8622741699219,243.45083618164062
466,353.341552734375,242.48162841796875
466,353.1140441894531,240.99185180664062
466,353.9658203125,239.3305206298828
466,354.42608642578125,240.31063842773438
466,353.39239501953125,239.41722106933594
466,353.32568359375,238.8002471923828
466,353.1976623535156,239.6480255126953
466,354.4006652832031,238.8028106689453
466,353.7020263671875,239.23977661132812
466,353.9134521484375,239.87255859375
466,354.72412109375,242.42572021484375
466,355.9158935546875,241.95277404785156
466,358.01251220703125,246.98080444335938
466,355.9377746582031,241.79791259765625
466,356.0373840332031,242.12600708007812
466,355.72967529296875,242.47415161132812
466,355.84173583984375,243.04086303710938
466,356.40643310546875,242.47259521484375
466,356.48095703125,240.32276916503906
466,356.99835205078125,242.50665283203125
466,357.4309997558594,240.70765686035156
466,357.16375732421875,241.169189453125
466,357.13104248046875,242.02227783203125
466,358.1622314453125,242.1123504638672
466,358.347412109375,241.91871643066406
466,358.2721862792969,241.812744140625
466,358.0104675292969,241.28855895996094
466,357.9256591796875,241.47293090820312
466,355.5951843261719,245.75607299804688
466,355.446044921875,245.8484344482422
466,355.75384521484375,245.92678833007812
466,355.7994384765625,246.0660400390625
466,356.0223083496094,246.17233276367188
466,356.4957275390625,246.24234008789062
466,356.27838134765625,246.0985565185547
466,356.5175476074219,246.0648651123047
466,357.0751953125,246.17935180664062
466,357.1348876953125,246.1636505126953
466,357.2686767578125,246.28955078125
466,357.42529296875,246.41128540039062
466,357.5864562988281,246.64842224121094
466,357.4095153808594,246.5027618408203
466,357.5421142578125,246.55044555664062
466,357.2677001953125,246.68753051757812
466,356.52252197265625,246.7347412109375
466,356.270263671875,247.0261688232422
466,356.0527648925781,247.1092987060547
466,355.94537353515625,247.1085662841797
466,355.53564453125,246.89419555664062
466,355.47772216796875,246.9049072265625
466,355.4894714355469,246.80538940429688
466,355.3555603027344,246.55526733398438
466,355.3354187011719,246.4581756591797
466,355.354736328125,246.41285705566406
466,355.3481140136719,246.30386352539062
466,355.4046325683594,246.31472778320312
466,355.29296875,246.27896118164062
466,355.29669189453125,246.21395874023438
466,354.54864501953125,246.03140258789062
466,354.796630859375,246.07827758789062
466,354.8265075683594,246.05294799804688
466,355.32794189453125,246.06898498535156
466,355.9459533691406,246.295654296875
